Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1543356000.0 136.763 NA 93 374 0 NA 160 559 0 NA 651 16707 826 NA 1102 8454 1039
1543356000.0 136.764 NA 93 364 0 NA 154 572 0 NA 592 16147 827 NA 1093 8499 1108
1543356000.0 136.766 NA 92 409 0 NA 156 653 0 NA 589 16924 844 NA 1102 6572 1084
1543356000.0 136.7721 NA 177 0 NA NA 284 0 NA NA 5230 134 NA NA 7148 272 NA
1543356000.0 136.7722 NA 175 0 NA NA 258 0 NA NA 1693 147 NA NA 1804 500 NA
1543356000.0 136.7801 NA 118 0 NA NA 182 0 NA NA 413 282 NA NA 611 618 NA
1543356000.0 136.7802 NA 77 0 NA NA 148 0 NA NA 343 182 NA NA 690 520 NA
1543356000.0 136.7803 NA 113 0 NA NA 188 0 NA NA 623 247 NA NA 1149 577 NA
1543356000.0 136.7952 NA 169 0 NA NA 255 0 NA NA 1801 162 NA NA 2811 475 NA
1543356000.0 136.803 NA 112 344 0 NA 192 499 0 NA 656 3171 992 NA 839 4373 1126
1543356000.0 136.816 NA 120 427 0 NA 191 671 0 NA 714 20878 1208 NA 1060 9007 1333
1543356000.0 136.819 NA 121 444 0 NA 182 743 0 NA 639 22193 1286 NA 1022 9418 2454
1543356000.0 136.82 NA 121 459 0 NA 195 796 0 NA 643 22586 1263 NA 1060 9876 1617
1543356000.0 136.821 NA 116 426 0 NA 185 649 0 NA 694 18837 1200 NA 820 7092 1271
1543356000.0 136.824 NA 121 482 0 NA 192 727 0 NA 662 24074 1220 NA 938 10550 1837
1543356000.0 136.8311 NA 174 0 NA NA 301 0 NA NA 2712 157 NA NA 4298 299 NA
1543356000.0 2017.8 225 NA NA NA 303 NA NA NA 608 NA NA NA 1170 NA NA NA
1543356000.0 4008.0 50 0 0 NA 108 0 0 NA 820 196 1767 NA 796 300 3403 NA
1543356000.0 503.0 42 0 NA NA 87 0 NA NA 257 172 NA NA 547 447 NA NA
1543356000.0 504.0 44 0 NA NA 87 0 NA NA 222 161 NA NA 686 460 NA NA
1543356000.0 505.0 37 0 NA NA 88 0 NA NA 234 157 NA NA 541 249 NA NA
1543356000.0 506.0 40 0 NA NA 87 0 NA NA 228 163 NA NA 736 369 NA NA
1543356000.0 507.0 45 0 NA NA 85 0 NA NA 261 155 NA NA 806 675 NA NA
1543356000.0 508.0 42 0 NA NA 86 0 NA NA 229 163 NA NA 441 370 NA NA
1543356000.0 509.0 41 0 NA NA 84 0 NA NA 217 159 NA NA 420 244 NA NA
1543356000.0 510.0 42 0 NA NA 87 0 NA NA 334 154 NA NA 861 672 NA NA
1543356000.0 511.0 51 0 NA NA 91 0 NA NA 11565 180 NA NA 13994 571 NA NA
1543356000.0 512.0 22 40 0 NA 68 92 0 NA 2284 235 167 NA 23025 739 456 NA
1543356000.0 513.0 22 43 0 NA 68 93 0 NA 706 252 162 NA 1597 718 481 NA
1543356000.0 514.0 21 45 0 NA 68 93 0 NA 518 207 141 NA 1396 359 340 NA
1543356000.0 515.0 21 39 0 NA 68 91 0 NA 2278 194 163 NA 23037 498 449 NA
1543356000.0 516.0 22 45 0 NA 68 92 0 NA 753 230 170 NA 2242 454 666 NA
1543356000.0 517.0 20 46 0 NA 68 93 0 NA 1436 201 144 NA 2647 486 344 NA
1543356000.0 518.0 22 42 0 NA 68 92 0 NA 2298 242 154 NA 23037 710 270 NA
1543356000.0 519.0 20 42 0 NA 68 93 0 NA 752 248 178 NA 2532 933 545 NA
1543356000.0 520.0 21 43 0 NA 64 93 0 NA 1343 191 144 NA 1828 430 400 NA
1543356000.0 521.0 21 44 0 NA 68 93 0 NA 766 249 164 NA 2249 581 447 NA
1543356000.0 522.0 21 44 0 NA 68 94 0 NA 2288 255 158 NA 23037 568 265 NA
1543356000.0 523.0 21 55 0 NA 64 106 0 NA 1051 256 161 NA 1090 593 594 NA
1543356000.0 524.0 19 45 0 NA 64 93 0 NA 1428 205 139 NA 2548 670 306 NA
1543356000.0 525.0 21 42 0 NA 68 92 0 NA 709 220 157 NA 1597 752 618 NA
1543356000.0 526.0 21 39 0 NA 68 92 0 NA 2315 203 164 NA 23037 476 508 NA
1543356000.0 527.0 22 42 0 NA 68 93 0 NA 1433 191 149 NA 2519 485 424 NA
1543356000.0 528.0 20 40 0 NA 68 92 0 NA 638 182 187 NA 3636 293 1295 NA
1543356000.0 529.0 22 45 0 NA 68 92 0 NA 1896 196 147 NA 4549 453 408 NA
1543356000.0 530.0 19 40 0 NA 64 93 0 NA 968 188 151 NA 2671 578 458 NA
1543356000.0 531.0 68 0 NA NA 195 0 NA NA 189 154 NA NA 791 427 NA NA
1543356000.0 534.0 46 0 NA NA 105 0 NA NA 226 154 NA NA 895 903 NA NA
1543356000.0 535.0 114 0 NA NA 191 0 NA NA 3586 138 NA NA 1665 219 NA NA
1543356000.0 541.0 51 0 NA NA 99 0 NA NA 214 151 NA NA 460 411 NA NA
1543356000.0 545.0 46 0 NA NA 99 0 NA NA 286 153 NA NA 665 456 NA NA
1543356000.0 551.0 22 40 0 NA 68 93 0 NA 753 187 140 NA 982 402 251 NA
1543356000.0 552.0 22 41 0 NA 64 93 0 NA 966 205 153 NA 1485 457 415 NA
1543356000.0 554.0 21 46 0 NA 68 93 0 NA 1716 189 170 NA 2270 473 1088 NA
1543356000.0 555.0 20 39 0 NA 64 92 0 NA 945 188 155 NA 4522 453 427 NA
1543356000.0 556.0 20 45 0 NA 68 94 0 NA 363 210 152 NA 1320 412 912 NA
1543356000.0 560.0 43 0 NA NA 87 0 NA NA 191 147 NA NA 285 347 NA NA
1543356000.0 561.0 44 0 NA NA 87 0 NA NA 190 154 NA NA 413 1021 NA NA
1543356000.0 562.0 22 42 0 NA 68 94 0 NA 350 204 179 NA 1092 376 1030 NA
